-31.0630	148.8780	10973
-31.0533	148.8710	10973
-31.0438	148.8639	10973
-31.0268	148.8515	10973
-31.0172	148.8445	10973
-31.0055	148.8359	10973
-30.9959	148.8289	10973
-30.9863	148.8218	10973
-30.9768	148.8149	10973
-30.9577	148.8009	10973
-30.9492	148.7947	10973
-30.9386	148.7869	10973
-30.9313	148.7816	10973
-30.9100	148.7660	10973
-30.8910	148.7520	10973
-30.8433	148.7172	10973
-30.8300	148.7075	10973
-30.8242	148.7033	10973
-30.8052	148.6894	10973
-30.7767	148.6686	10973
-30.7734	148.6662	10973
-30.7577	148.6548	10973
-30.7386	148.6409	10973
-30.7123	148.6217	10973
-30.7101	148.6201	10973
-30.6911	148.6063	10973
-30.6721	148.5925	10973
-30.6648	148.5872	10973
-30.6580	148.5822	10973
-30.6531	148.5786	10973
-30.6436	148.5718	10973
-30.6268	148.5596	10973
-30.6246	148.5580	10973
-30.6057	148.5442	10973
-30.5983	148.5389	10973
-30.5867	148.5304	10973
-30.5772	148.5235	10973
-30.5603	148.5113	10973
-30.5582	148.5097	10973
-30.5391	148.4959	10973
-30.5296	148.4890	10973
-30.5201	148.4822	10973
-30.5105	148.4753	10973
-30.5010	148.4684	10973
-30.4842	148.4563	10973
-30.4747	148.4494	10973
-30.4630	148.4410	10973
-30.4535	148.4341	10973
-30.4440	148.4272	10973
-30.4345	148.4203	10973
-30.4177	148.4081	10973
-30.4080	148.4011	10973
-30.3965	148.3928	10973
-30.3870	148.3859	10973
-30.3775	148.3790	10973
-30.3680	148.3722	10973
-30.3489	148.3584	10973
-30.2919	148.3173	10973
-30.2630	148.2965	10973
-30.2556	148.2912	10973
-30.2439	148.2828	10973
-30.2343	148.2759	10973
-30.2152	148.2622	10973
-30.1961	148.2484	10973
-30.1888	148.2432	10973
-30.1696	148.2294	10973
-30.1675	148.2279	10973
-30.1484	148.2142	10973
-30.1293	148.2004	10973
-30.1196	148.1935	10973
-30.1028	148.1815	10973
-30.1007	148.1800	10973
-30.0815	148.1663	10973
-30.0626	148.1525	10973
-30.0349	148.1307	10973
-29.9987	148.0988	10973
-29.9739	148.0747	10973
-29.9596	148.0606	10973
-29.9512	148.0523	10973
-29.9404	148.0418	10973
-29.9319	148.0336	10973
-29.9235	148.0254	10973
-29.9152	148.0172	10973
-29.9067	148.0090	10973
-29.8924	147.9950	10973
-29.8841	147.9869	10973
-29.8733	147.9763	10973
-29.8649	147.9682	10973
-29.8565	147.9600	10973
-29.8482	147.9518	10973
-29.8367	147.9407	10973
-29.8315	147.9355	10973
-29.8088	147.9135	10973
-29.7897	147.8949	10973
-29.7862	147.8915	10973
-29.7730	147.8786	10973
-29.7504	147.8566	10973
-29.7314	147.8380	10973
-29.7147	147.8218	10973
-29.6980	147.8056	10973
-29.6897	147.7975	10973
-29.6861	147.7940	10973
-29.6755	147.7837	10973
-29.6730	147.7813	10973
-29.6563	147.7651	10973
-29.6396	147.7488	10973
-29.6312	147.7407	10973
-29.6146	147.7244	10973
-29.5918	147.7024	10973
-29.5851	147.6959	10973
-29.5810	147.6920	10973
-29.5726	147.6838	10973
-29.5643	147.6757	10973
-29.5558	147.6676	10973
-29.5415	147.6538	10973
-29.5331	147.6457	10973
-29.4855	147.5998	10973
-29.4634	147.5784	10973
-29.4550	147.5703	10973
-29.4465	147.5622	10973
-29.4381	147.5541	10973
-29.4338	147.5499	10973
-29.4297	147.5460	10973
-29.4129	147.5298	10973
-29.3829	147.5009	10973
-29.3326	147.4524	10973
-29.3121	147.4326	10973
-29.2953	147.4164	10973
-29.2815	147.4032	10973
-29.2725	147.3945	10973
-29.2533	147.3761	10973
-29.2365	147.3601	10973
-29.2305	147.3544	10973
-29.2138	147.3383	10973
-29.1612	147.2878	10973
-29.1528	147.2799	10973
-29.1386	147.2662	10973
-29.1362	147.2639	10973
-29.1195	147.2479	10973
-29.1111	147.2399	10973
-29.1028	147.2319	10973
-29.0945	147.2240	10973
-29.0803	147.2104	10973
-29.0715	147.2020	10973
-29.0632	147.1940	10973
-29.0530	147.1843	10973
-29.0447	147.1764	10973
-29.0364	147.1684	10973
-29.0217	147.1545	10973
-29.0116	147.1448	10973
-28.9620	147.0975	10973
-28.9538	147.0897	10973
-28.9474	147.0836	10973
-28.9309	147.0679	10973
-28.9290	147.0661	10973
-28.9126	147.0504	10973
-28.8961	147.0346	10973
-28.8897	147.0287	10973
-28.8714	147.0112	10973
-28.8621	147.0025	10973
-28.8549	146.9956	10973
-28.8385	146.9800	10973
-28.8321	146.9739	10973
-28.8139	146.9566	10973
-28.7974	146.9409	10973
-28.7891	146.9332	10973
-28.7809	146.9254	10973
-28.7727	146.9176	10973
-28.7582	146.9038	10973
-28.7564	146.9020	10973
-28.7399	146.8866	10973
-28.7318	146.8789	10973
-28.6748	146.8249	10973
-28.6667	146.8173	10973
-28.6586	146.8096	10973
-28.6505	146.8019	10973
-28.6342	146.7865	10973
-28.6280	146.7807	10973
-28.6181	146.7713	10973
-28.6099	146.7636	10973
-28.5667	146.7228	10973
-28.5614	146.7178	10973
-28.5534	146.7102	10973
-28.5372	146.6950	10973
-28.5210	146.6797	10973
-28.4986	146.6585	10973
-28.4805	146.6415	10973
-28.4692	146.6309	10973
-28.4643	146.6263	10973
-28.4481	146.6112	10973
-28.4420	146.6054	10973
-28.4258	146.5901	10973
-28.4240	146.5884	10973
-28.4207	146.5854	10973
-28.4079	146.5733	10973
-28.4017	146.5675	10973
-28.3918	146.5582	10973
-28.3837	146.5507	10973
-28.3695	146.5373	10973
-28.3615	146.5297	10973
-28.3516	146.5205	10973
-28.3435	146.5129	10973
-28.3354	146.5053	10973
-28.3273	146.4978	10973
-28.3233	146.4940	10973
-28.3193	146.4902	10973
-28.3031	146.4750	10973
-28.2969	146.4693	10973
-28.2869	146.4599	10973
-28.2789	146.4524	10973
-28.2746	146.4484	10973
-28.2646	146.4390	10973
-28.2628	146.4373	10973
-28.2466	146.4221	10973
-28.2404	146.4163	10973
-28.2262	146.4031	10973
-28.1900	146.3692	10973
-28.1837	146.3633	10973
-28.1770	146.3570	10973
-28.1675	146.3481	10973
-28.1656	146.3464	10973
-28.1494	146.3313	10973
-28.1331	146.3161	10973
-28.1268	146.3102	10973
-28.1086	146.2933	10973
-28.0923	146.2781	10973
-28.0761	146.2629	10973
-28.0679	146.2554	10973
-28.0536	146.2420	10973
-28.0517	146.2402	10973
-28.0355	146.2251	10973
-28.0292	146.2193	10973
-28.0191	146.2100	10973
-28.0110	146.2024	10973
-28.0029	146.1949	10973
-27.9948	146.1874	10973
-27.9804	146.1740	10973
-27.9704	146.1647	10973
-27.9624	146.1572	10973
-27.9542	146.1496	10973
-27.9461	146.1421	10973
-27.9299	146.1271	10973
-27.9237	146.1213	10973
-27.9138	146.1121	10973
-27.9057	146.1046	10973
-27.8977	146.0971	10973
-27.8896	146.0897	10973
-27.8832	146.0838	10973
-27.8735	146.0747	10973
-27.8354	146.0395	10973
-27.8176	146.0228	10973
-27.8020	146.0078	10973
-27.7876	145.9937	10973
-27.7789	145.9849	10973
-27.7638	145.9694	10973
-27.7489	145.9536	10973
-27.7285	145.9315	10973
-27.7122	145.9137	10973
-27.7057	145.9065	10973
-27.6977	145.8975	10973
-27.6832	145.8814	10973
-27.6776	145.8751	10973
-27.6633	145.8589	10973
-27.6616	145.8571	10973
-27.6473	145.8409	10973
-27.6330	145.8248	10973
-27.6259	145.8168	10973
-27.6187	145.8087	10973
-27.6116	145.8007	10973
-27.5973	145.7846	10973
-27.5918	145.7784	10973
-27.5831	145.7686	10973
-27.5759	145.7605	10973
-27.5688	145.7526	10973
-27.5617	145.7445	10973
-27.5490	145.7304	10973
-27.5419	145.7224	10973
-27.5331	145.7126	10973
-27.5259	145.7046	10973
-27.5188	145.6966	10973
-27.5116	145.6886	10973
-27.5044	145.6807	10973
-27.4918	145.6665	10973
-27.4846	145.6585	10973
-27.4757	145.6487	10973
-27.4686	145.6407	10973
-27.4614	145.6328	10973
-27.4542	145.6248	10973
-27.4415	145.6107	10973
-27.4343	145.6027	10973
-27.4038	145.5691	10973
-27.3601	145.5208	10973
-27.3246	145.4816	10973
-27.3190	145.4755	10973
-27.3164	145.4726	10973
-27.3046	145.4595	10973
-27.3030	145.4577	10973
-27.2886	145.4419	10973
-27.2741	145.4261	10973
-27.2732	145.4249	10973
-27.2542	145.4040	10973
-27.2382	145.3863	10973
-27.2297	145.3771	10973
-27.2237	145.3705	10973
-27.2038	145.3486	10973
-27.2022	145.3467	10973
-27.1878	145.3309	10973
-27.1868	145.3298	10973
-27.1733	145.3151	10973
-27.1589	145.2991	10973
-27.1517	145.2912	10973
-27.1389	145.2771	10973
-27.1373	145.2753	10973
-27.1228	145.2595	10973
-27.1172	145.2534	10973
-27.1083	145.2435	10973
-27.1010	145.2356	10973
-27.0938	145.2277	10973
-27.0866	145.2197	10973
-27.0737	145.2057	10973
-27.0664	145.1977	10973
-27.0575	145.1879	10973
-27.0566	145.1869	10973
-27.0502	145.1799	10973
-27.0430	145.1720	10973
-27.0357	145.1639	10973
-27.0284	145.1560	10973
-27.0138	145.1401	10973
-27.0082	145.1339	10973
-26.9993	145.1241	10973
-26.9643	145.0859	10973
-26.9481	145.0682	10973
-26.9425	145.0621	10973
-26.9278	145.0461	10973
-26.9261	145.0442	10973
-26.9114	145.0282	10973
-26.8911	145.0060	10973
-26.8747	144.9880	10973
-26.8599	144.9720	10973
-26.8488	144.9599	10973
-26.8452	144.9559	10973
-26.8395	144.9497	10973
-26.8248	144.9336	10973
-26.8230	144.9318	10973
-26.8083	144.9157	10973
-26.8045	144.9116	10973
-26.7935	144.8995	10973
-26.7878	144.8934	10973
-26.7729	144.8772	10973
-26.7713	144.8754	10973
-26.7564	144.8593	10973
-26.7416	144.8432	10973
-26.7342	144.8351	10973
-26.7268	144.8270	10973
-26.7194	144.8190	10973
-26.7063	144.8048	10973
-26.7046	144.8030	10973
-26.6898	144.7869	10973
-26.6825	144.7789	10973
-26.6747	144.7705	10973
-26.6672	144.7625	10973
-26.6599	144.7545	10973
-26.6525	144.7465	10973
-26.6400	144.7329	10973
-26.6326	144.7250	10973
-26.6232	144.7147	10973
-26.6158	144.7067	10973
-26.6085	144.6988	10973
-26.6012	144.6908	10973
-26.5939	144.6829	10973
-26.5815	144.6694	10973
-26.5742	144.6615	10973
-26.5647	144.6514	10973
-26.4952	144.5762	10973
-26.4797	144.5594	10973
-26.4703	144.5493	10973
-26.4631	144.5415	10973
-26.4558	144.5337	10973
-26.4516	144.5292	10973
-26.4435	144.5203	10973
-26.4362	144.5125	10973
-26.4270	144.5025	10973
-26.4197	144.4947	10973
-26.4125	144.4869	10973
-26.4053	144.4792	10973
-26.3930	144.4659	10973
-26.3909	144.4637	10973
-26.3766	144.4483	10973
-26.3715	144.4428	10973
-26.3648	144.4355	10973
-26.3622	144.4329	10973
-26.3551	144.4251	10973
-26.3407	144.4097	10973
-26.2761	144.3402	10973
-26.2617	144.3247	10973
-26.2566	144.3192	10973
-26.2421	144.3038	10973
-26.2401	144.3015	10973
-26.2257	144.2861	10973
-26.2112	144.2707	10973
-26.1917	144.2497	10973
-26.1896	144.2474	10973
-26.1752	144.2319	10973
-26.1607	144.2165	10973
-26.1463	144.2010	10973
-26.1391	144.1933	10973
-26.1262	144.1796	10973
-26.0811	144.1313	10973
-26.0738	144.1236	10973
-26.0610	144.1098	10973
-26.0594	144.1081	10973
-26.0448	144.0926	10973
-26.0375	144.0848	10973
-26.0303	144.0771	10973
-26.0231	144.0693	10973
-26.0102	144.0557	10973
-26.0029	144.0479	10973
-25.9940	144.0384	10973
-25.9731	144.0161	10973
-25.9360	143.9766	10973
-25.9287	143.9689	10973
-25.9215	143.9612	10973
-25.9143	143.9535	10973
-25.9015	143.9398	11003
-25.8999	143.9380	11003
-25.8854	143.9227	11003
-25.8798	143.9168	11003
-25.8710	143.9073	11003
-25.8638	143.8997	11003
-25.8510	143.8861	11003
-25.8493	143.8843	11003
-25.8440	143.8786	11003
-25.8349	143.8689	11003
-25.8205	143.8536	11003
-25.8148	143.8477	11034
-25.8003	143.8323	11034
-25.7987	143.8306	11034
-25.7842	143.8152	11034
-25.7697	143.7999	11034
-25.7480	143.7768	11034
-25.7335	143.7614	11064
-25.7190	143.7462	11064
-25.6989	143.7248	11064
-25.6828	143.7077	11064
-25.6683	143.6924	11064
-25.6625	143.6863	11079
-25.6537	143.6770	11095
-25.6465	143.6694	11095
-25.6335	143.6558	11095
-25.6319	143.6540	11095
-25.6173	143.6386	11095
-25.6028	143.6233	11095
-25.5955	143.6156	11095
-25.5914	143.6113	11102
-25.5826	143.6019	11125
-25.5809	143.6003	11125
-25.5229	143.5389	11133
-25.5088	143.5240	11125
-25.5017	143.5165	11125
-25.4945	143.5089	11156
-25.4873	143.5014	11156
-25.4746	143.4880	11156
-25.4675	143.4804	11156
-25.4587	143.4712	11156
-25.4515	143.4636	11156
-25.4443	143.4561	11156
-25.4371	143.4486	11156
-25.4363	143.4476	11156
-25.4245	143.4352	11156
-25.4228	143.4335	11156
-25.4085	143.4185	11156
-25.3942	143.4034	11186
-25.3887	143.3977	11186
-25.3799	143.3884	11186
-25.3728	143.3809	11186
-25.3585	143.3659	11186
-25.3442	143.3509	11186
-25.3300	143.3360	11186
-25.3245	143.3303	11186
-25.3223	143.3279	11201
-25.3103	143.3153	11217
-25.3087	143.3136	11217
-25.2944	143.2987	11217
-25.2802	143.2839	11217
-25.2793	143.2829	11209
-25.2660	143.2690	11217
-25.2606	143.2632	11217
-25.2447	143.2467	11217
-25.2305	143.2318	11247
-25.2163	143.2169	11247
-25.2108	143.2112	11247
-25.1966	143.1963	11247
-25.1949	143.1946	11247
-25.1807	143.1797	11247
-25.1707	143.1693	11247
-25.1665	143.1649	11247
-25.1594	143.1575	11247
-25.1469	143.1444	11247
-25.1382	143.1352	11278
-25.1311	143.1278	11278
-25.1226	143.1190	1127
-25.0800	143.0745	11278
-25.0744	143.0687	11278
-25.0673	143.0613	11278
-25.0530	143.0465	11278
-25.0387	143.0316	11278
-25.0332	143.0258	11278
-25.0189	143.0109	11278
-25.0173	143.0092	11278
-25.0030	142.9943	11278
-24.9932	142.9840	11278
-24.9888	142.9794	11278
-24.9745	142.9647	11278
-24.9690	142.9589	11278
-24.9531	142.9424	11278
-24.9505	142.9398	11278
-24.9388	142.9276	11278
-24.9246	142.9128	11278
-24.9191	142.9071	11278
-24.9048	142.8923	11278
-24.9032	142.8905	11278
-24.8889	142.8757	11278
-24.8746	142.8609	11278
-24.8690	142.8551	11278
-24.8602	142.8459	11278
-24.8531	142.8385	11278
-24.8404	142.8253	11278
-24.8387	142.8236	11278
-24.8244	142.8087	11278
-24.8189	142.8030	11278
-24.8101	142.7939	11278
-24.8029	142.7865	11278
-24.7957	142.7791	11278
-24.7886	142.7716	11278
-24.7759	142.7585	11278
-24.7743	142.7569	11278
-24.7600	142.7420	11278
-24.7546	142.7363	11278
-24.7457	142.7273	11278
-24.7386	142.7199	11278
-24.7356	142.7167	11278
-24.7315	142.7125	11278
-24.7244	142.7052	11278
-24.7117	142.6921	11278
-24.7030	142.6830	11278
-24.6925	142.6722	11278
-24.6477	142.6259	11278
-24.6389	142.6169	11278
-24.6318	142.6096	11278
-24.6246	142.6023	11278
-24.6176	142.5949	11278
-24.6050	142.5819	11278
-24.6034	142.5802	11278
-24.5891	142.5655	11278
-24.5836	142.5599	11278
-24.5749	142.5509	11278
-24.5678	142.5435	11278
-24.5642	142.5399	11278
-24.5607	142.5362	11278
-24.5535	142.5288	11278
-24.5409	142.5158	11278
-24.5392	142.5141	11278
-24.5250	142.4995	11278
-24.5195	142.4938	11278
-24.5107	142.4848	11278
-24.5037	142.4775	11278
-24.4911	142.4645	11278
-24.4894	142.4628	11278
-24.4752	142.4482	11278
-24.4610	142.4336	11278
-24.4555	142.4279	11278
-24.4414	142.4134	11278
-24.4398	142.4117	11278
-24.4256	142.3972	11278
-24.4114	142.3826	11278
-24.4013	142.3723	11285
-24.3972	142.3681	11278
-24.3917	142.3624	11278
-24.3775	142.3478	11278
-24.3758	142.3461	11308
-24.3616	142.3315	11308
-24.3474	142.3170	11308
-24.3462	142.3157	11316
-24.3261	142.2951	11339
-24.3119	142.2806	11339
-24.2977	142.2660	11339
-24.2863	142.2544	11354
-24.2478	142.2150	11369
-24.2372	142.2042	11384
-24.1962	142.1582	11422
-24.1863	142.1463	1143
-24.1813	142.1402	1143
-24.1734	142.1303	1143
-24.1671	142.1222	1143
-24.1563	142.1075	1146
-24.1549	142.1056	1146
-24.1431	142.0887	1146
-24.1386	142.0822	1146
-24.1314	142.0718	1146
-24.1255	142.0633	11491
-24.1196	142.0548	11491
-24.1139	142.0462	11491
-24.1114	142.0423	11491
-24.1084	142.0374	11491
-24.0989	142.0217	11491
-24.0936	142.0128	11521
-24.0873	142.0017	11521
-24.0820	141.9927	11521
-24.0768	141.9837	11521
-24.0717	141.9745	11521
-24.0631	141.9581	11521
-24.0620	141.9560	11521
-24.0524	141.9373	11521
-24.0487	141.9300	11521
-24.0428	141.9186	11521
-24.0380	141.9092	11521
-24.0296	141.8926	11521
-24.0285	141.8904	11521
-24.0029	141.8330	1146
-23.9910	141.8015	1146
-23.9835	141.7811	1146
-23.9759	141.7608	1143
-23.9730	141.7529	1143
-23.9654	141.7328	1143
-23.9645	141.7305	1143
-23.9562	141.7107	1143
-23.9494	141.6953	114
-23.9476	141.6913	114
-23.9344	141.6653	114
-23.9332	141.6632	114
-23.9187	141.6402	11369
-23.8783	141.5875	11339
-23.8654	141.5713	11339
-23.8521	141.5555	11308
-23.8469	141.5495	11308
-23.8329	141.5343	11308
-23.8313	141.5326	11308
-23.8274	141.5286	113
-23.8171	141.5177	11308
-23.7689	141.4668	11278
-23.7672	141.4651	11278
-23.7639	141.4617	11278
-23.7527	141.4502	11278
-23.7470	141.4445	11278
-23.7379	141.4356	11278
-23.7305	141.4282	11278
-23.7230	141.4209	11278
-23.7196	141.4176	11278
-23.7156	141.4137	11278
-23.7024	141.4007	11278
-23.6950	141.3933	11278
-23.6859	141.3844	11278
-23.6784	141.3771	11278
-23.6710	141.3697	11278
-23.6636	141.3624	11278
-23.6561	141.3551	11278
-23.6427	141.3424	11278
-23.6351	141.3352	11278
-23.6258	141.3263	11278
-23.6183	141.3192	11278
-23.6108	141.3120	11278
-23.6032	141.3048	11278
-23.5899	141.2921	11278
-23.5881	141.2904	11278
-23.5838	141.2863	11278
-23.5730	141.2760	11278
-23.5671	141.2704	11278
-23.5578	141.2615	11278
-23.5502	141.2543	11278
-23.5426	141.2471	11278
-23.5349	141.2398	11278
-23.5197	141.2253	11278
-23.5043	141.2107	11278
-23.4985	141.2051	11278
-23.4920	141.1989	11278
-23.4891	141.1960	11278
-23.4814	141.1888	11278
-23.4659	141.1742	11278
-23.3943	141.1105	11278
-23.3784	141.0963	11278
-23.3544	141.0750	11278
-23.3384	141.0608	11278
-23.3226	141.0466	11278
-23.3011	141.0263	11278
-23.2325	140.9589	11278
-23.2303	140.9568	11278
-23.2254	140.9520	11278
-23.2149	140.9420	11278
-23.1995	140.9271	11278
-23.1935	140.9213	11278
-23.1840	140.9122	11278
-23.1763	140.9048	11278
-23.1627	140.8917	11278
-23.1609	140.8900	11278
-23.1455	140.8753	11278
-23.1301	140.8605	11278
-23.1224	140.8530	11278
-23.1148	140.8457	11278
-23.1071	140.8383	11278
-23.0935	140.8252	11278
-23.0858	140.8179	11278
-23.0833	140.8154	11278
-23.0764	140.8088	11278
-23.0687	140.8014	11278
-23.0610	140.7940	11278
-23.0533	140.7866	11278
-23.0456	140.7792	11278
-23.0372	140.7711	11278
-23.0320	140.7662	11278
-23.0226	140.7571	11278
-23.0149	140.7498	11278
-23.0073	140.7424	11278
-22.9996	140.7350	11278
-22.9919	140.7277	11278
-22.9766	140.7130	11278
-22.9707	140.7073	11278
-22.9613	140.6983	11278
-22.9536	140.6909	11278
-22.9531	140.6905	11278
-22.9401	140.6779	11278
-22.9383	140.6762	11278
-22.9033	140.6426	11278
-22.8696	140.6103	11278
-22.8543	140.5957	11278
-22.8390	140.5811	11278
-22.8331	140.5754	11278
-22.8161	140.5591	11278
-22.8073	140.5507	11278
-22.8008	140.5444	11278
-22.7855	140.5299	11278
-22.7581	140.5036	11278
-22.7320	140.4786	11278
-22.7243	140.4713	11278
-22.7167	140.4640	11278
-22.7118	140.4594	11278
-22.7091	140.4568	11278
-22.6955	140.4438	11278
-22.6938	140.4422	11278
-22.6785	140.4276	11278
-22.6709	140.4203	11278
-22.6633	140.4130	11278
-22.6557	140.4057	11278
-22.6421	140.3928	11278
-22.6404	140.3911	11278
-22.6251	140.3766	11278
-22.6175	140.3693	11278
-22.6098	140.3621	11278
-22.6022	140.3548	11278
-22.5945	140.3474	11278
-22.5869	140.3402	11278
-22.5842	140.3376	11293
-22.5733	140.3273	11308
-22.5656	140.3200	11308
-22.5562	140.3110	11308
-22.5190	140.2756	11308
-22.5045	140.2619	11308
-22.4952	140.2530	11339
-22.4876	140.2458	11339
-22.4800	140.2386	11339
-22.4724	140.2313	11339
-22.4664	140.2257	11331
-22.4193	140.1809	11339
-22.4059	140.1682	11339
-22.4042	140.1666	11339
-22.3892	140.1523	11339
-22.3833	140.1467	11339
-22.3740	140.1380	11369
-22.3665	140.1309	11369
-22.3532	140.1182	11369
-22.3515	140.1166	11369
-22.3364	140.1023	11369
-22.3355	140.1015	11361
-22.3213	140.0879	11369
-22.3154	140.0824	11369
-22.3002	140.0680	11369
-22.2985	140.0664	11369
-22.2832	140.0519	114
-22.2680	140.0375	114
-22.2610	140.0309	11392
-22.2468	140.0175	114
-22.2297	140.0013	114
-22.2144	139.9868	1143
-22.2085	139.9812	11422
-22.1991	139.9723	1143
-22.1779	139.9522	1143
-22.1761	139.9506	1143
-22.1608	139.9361	1143
-22.1456	139.9218	1143
-22.1397	139.9161	1143
-22.1303	139.9073	1143
-22.1227	139.9001	1143
-22.1091	139.8874	1146
-22.1074	139.8857	1146
-22.0921	139.8713	1146
-22.0769	139.8569	1146
-22.0692	139.8497	1146
-22.0616	139.8425	1146
-22.0540	139.8353	1146
-22.0404	139.8225	11491
-22.0386	139.8208	11491
-22.0233	139.8064	11491
